"","pathogens","PosNeg","Sample","Cardno","type"
"12112","Cryptosporidium spp.","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12113","C parvum","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12114","Stongyloides stercoralis","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12115","E. histolytica","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12116","ETEC-ST","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12117","Adenovirus 40/41","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12118","Giardia duodenalis","Positive","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12119","E. coli/ Shigella","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12120","Ascaris","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12121","ETEC-LT","Positive","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12122","Necator americanus","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12123","Norovirus GI","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12124","Norovirus GII","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12125","Rotavirus A","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12126","Shigella flexneri 6","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12127","Crassphage","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12128","EHEC 0157H7","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12129","STEC","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12130","Salmonella typhi","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12131","Clostridium difficile","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12132","Vibrio cholerae","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12133","Trichuris","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12134","Salmonella enterica","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12135","Helicobacter pylori","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12136","EIEC","Negative","HHSOIL_SN_035_R4","card5_APH_20230328","HHSOIL"
"12137","Total 18S","Positive","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12138","Enterovirus","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12139","EAEC","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12140","Ancyclostoma duodenale","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12141","Aeromonas","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12142","Bacterial 16S","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12143","EPEC","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12144","Bacteroides fragilis","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12145","Campylobacter coli/jejuni","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12146","Astrovirus","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12147","Cyclospora cayetanesis","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12148","C hominis","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12149","Cryptosporidium spp.","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12150","C parvum","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12151","Stongyloides stercoralis","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12152","E. histolytica","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12153","ETEC-ST","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12154","Adenovirus 40/41","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12155","Giardia duodenalis","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12156","E. coli/ Shigella","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12157","Ascaris","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12158","ETEC-LT","Positive","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12159","Necator americanus","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12160","Norovirus GI","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12161","Norovirus GII","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12162","Rotavirus A","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12163","Shigella flexneri 6","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12164","Crassphage","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12165","EHEC 0157H7","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12166","STEC","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12167","Salmonella typhi","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12168","Clostridium difficile","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12169","Vibrio cholerae","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12170","Trichuris","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12171","Salmonella enterica","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12172","Helicobacter pylori","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12173","EIEC","Negative","HHSOIL_SN_045_R2","card5_APH_20230328","HHSOIL"
"12174","Total 18S","Positive","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12175","Enterovirus","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12176","EAEC","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12177","Ancyclostoma duodenale","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12178","Aeromonas","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12179","Bacterial 16S","Positive","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12180","EPEC","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12181","Bacteroides fragilis","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12182","Campylobacter coli/jejuni","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12183","Astrovirus","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12184","Cyclospora cayetanesis","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12185","C hominis","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12186","Cryptosporidium spp.","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12187","C parvum","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12188","Stongyloides stercoralis","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12189","E. histolytica","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12190","ETEC-ST","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12191","Adenovirus 40/41","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12192","Giardia duodenalis","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12193","E. coli/ Shigella","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12194","Ascaris","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12195","ETEC-LT","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12196","Necator americanus","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12197","Norovirus GI","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12198","Norovirus GII","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12199","Rotavirus A","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12200","Shigella flexneri 6","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12201","Crassphage","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12202","EHEC 0157H7","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12203","STEC","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12204","Salmonella typhi","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12205","Clostridium difficile","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12206","Vibrio cholerae","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12207","Trichuris","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12208","Salmonella enterica","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12209","Helicobacter pylori","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12210","EIEC","Negative","HHSOIL_SN_063_R4","card6_APH_20230328","HHSOIL"
"12211","Total 18S","Positive","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12212","Enterovirus","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12213","EAEC","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12214","Ancyclostoma duodenale","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12215","Aeromonas","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12216","Bacterial 16S","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12217","EPEC","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12218","Bacteroides fragilis","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12219","Campylobacter coli/jejuni","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12220","Astrovirus","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12221","Cyclospora cayetanesis","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12222","C hominis","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12223","Cryptosporidium spp.","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12224","C parvum","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12225","Stongyloides stercoralis","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12226","E. histolytica","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12227","ETEC-ST","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12228","Adenovirus 40/41","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12229","Giardia duodenalis","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12230","E. coli/ Shigella","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12231","Ascaris","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12232","ETEC-LT","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12233","Necator americanus","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12234","Norovirus GI","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12235","Norovirus GII","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12236","Rotavirus A","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12237","Shigella flexneri 6","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12238","Crassphage","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12239","EHEC 0157H7","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12240","STEC","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12241","Salmonella typhi","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12242","Clostridium difficile","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12243","Vibrio cholerae","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12244","Trichuris","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12245","Salmonella enterica","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12246","Helicobacter pylori","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12247","EIEC","Negative","HHSOIL_SN_044_R2","card6_APH_20230328","HHSOIL"
"12248","Total 18S","Positive","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12249","Enterovirus","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12250","EAEC","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12251","Ancyclostoma duodenale","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12252","Aeromonas","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12253","Bacterial 16S","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12254","EPEC","Positive","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12255","Bacteroides fragilis","Positive","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12256","Campylobacter coli/jejuni","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12257","Astrovirus","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12258","Cyclospora cayetanesis","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12259","C hominis","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12260","Cryptosporidium spp.","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12261","C parvum","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12262","Stongyloides stercoralis","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12263","E. histolytica","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12264","ETEC-ST","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12265","Adenovirus 40/41","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12266","Giardia duodenalis","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12267","E. coli/ Shigella","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12268","Ascaris","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12269","ETEC-LT","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12270","Necator americanus","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12271","Norovirus GI","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12272","Norovirus GII","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12273","Rotavirus A","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12274","Shigella flexneri 6","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12275","Crassphage","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12276","EHEC 0157H7","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12277","STEC","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12278","Salmonella typhi","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12279","Clostridium difficile","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12280","Vibrio cholerae","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12281","Trichuris","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12282","Salmonella enterica","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12283","Helicobacter pylori","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12284","EIEC","Negative","HHSOIL_SN_063_R3","card6_APH_20230328","HHSOIL"
"12285","Total 18S","Positive","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12286","Enterovirus","Positive","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12287","EAEC","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12288","Ancyclostoma duodenale","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12289","Aeromonas","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12290","Bacterial 16S","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12291","EPEC","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12292","Bacteroides fragilis","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12293","Campylobacter coli/jejuni","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12294","Astrovirus","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12295","Cyclospora cayetanesis","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12296","C hominis","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12297","Cryptosporidium spp.","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12298","C parvum","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12299","Stongyloides stercoralis","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12300","E. histolytica","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12301","ETEC-ST","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12302","Adenovirus 40/41","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12303","Giardia duodenalis","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12304","E. coli/ Shigella","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12305","Ascaris","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12306","ETEC-LT","Positive","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12307","Necator americanus","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12308","Norovirus GI","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12309","Norovirus GII","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12310","Rotavirus A","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12311","Shigella flexneri 6","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12312","Crassphage","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12313","EHEC 0157H7","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12314","STEC","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12315","Salmonella typhi","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12316","Clostridium difficile","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12317","Vibrio cholerae","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12318","Trichuris","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12319","Salmonella enterica","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12320","Helicobacter pylori","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12321","EIEC","Negative","HHSOIL_TS_161_R2","card6_APH_20230328","HHSOIL"
"12322","Total 18S","Positive","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12323","Enterovirus","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12324","EAEC","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12325","Ancyclostoma duodenale","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12326","Aeromonas","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12327","Bacterial 16S","Positive","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12328","EPEC","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12329","Bacteroides fragilis","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12330","Campylobacter coli/jejuni","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12331","Astrovirus","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12332","Cyclospora cayetanesis","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12333","C hominis","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12334","Cryptosporidium spp.","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12335","C parvum","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12336","Stongyloides stercoralis","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12337","E. histolytica","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12338","ETEC-ST","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12339","Adenovirus 40/41","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12340","Giardia duodenalis","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12341","E. coli/ Shigella","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12342","Ascaris","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12343","ETEC-LT","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12344","Necator americanus","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12345","Norovirus GI","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12346","Norovirus GII","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12347","Rotavirus A","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12348","Shigella flexneri 6","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12349","Crassphage","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12350","EHEC 0157H7","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12351","STEC","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12352","Salmonella typhi","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12353","Clostridium difficile","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12354","Vibrio cholerae","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12355","Trichuris","Positive","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12356","Salmonella enterica","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12357","Helicobacter pylori","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12358","EIEC","Negative","HHSOIL_TS_139_R1","card7_APH_20230328","HHSOIL"
"12359","Total 18S","Positive","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12360","Enterovirus","Positive","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12361","EAEC","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12362","Ancyclostoma duodenale","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12363","Aeromonas","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12364","Bacterial 16S","Positive","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12365","EPEC","Positive","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12366","Bacteroides fragilis","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12367","Campylobacter coli/jejuni","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12368","Astrovirus","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12369","Cyclospora cayetanesis","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12370","C hominis","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12371","Cryptosporidium spp.","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12372","C parvum","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12373","Stongyloides stercoralis","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12374","E. histolytica","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12375","ETEC-ST","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12376","Adenovirus 40/41","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12377","Giardia duodenalis","Positive","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12378","E. coli/ Shigella","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12379","Ascaris","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12380","ETEC-LT","Positive","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12381","Necator americanus","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12382","Norovirus GI","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12383","Norovirus GII","Positive","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12384","Rotavirus A","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12385","Shigella flexneri 6","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12386","Crassphage","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12387","EHEC 0157H7","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12388","STEC","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12389","Salmonella typhi","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12390","Clostridium difficile","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12391","Vibrio cholerae","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12392","Trichuris","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12393","Salmonella enterica","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
